Date,Close,High,Low,Open,Volume
2021-03-08,25.928264617919922,26.1395654896887,25.778593650501,25.875438985620043,758510
2021-03-09,26.121950149536133,26.289229628148355,26.086734725694406,26.113147536648505,662968
2021-03-10,26.27161979675293,26.377271035378545,26.157165945672176,26.29803426383966,267872
2021-03-11,26.482921600341797,26.544549834399067,26.412489096072004,26.45650878970423,229379
2021-03-12,26.509334564208984,26.5181388344724,26.342055086634534,26.421291861574858,493500
2021-03-15,26.650203704833984,26.667810589564798,26.44770712740887,26.60618234943058,282282
2021-03-16,26.535747528076172,26.703025349185204,26.51813898744777,26.703025349185204,336567
2021-03-17,26.6854190826416,26.782264400905348,26.474118247648356,26.518139600236623,343772
2021-03-18,26.518138885498047,26.720633787085387,26.474117534096276,26.632592741712248,303897
2021-03-19,26.509334564208984,26.570964456052874,26.342055086634534,26.500530293945573,289290
2021-03-22,26.474117279052734,26.518138630030414,26.412489045114363,26.474117279052734,252573
2021-03-23,26.280424118041992,26.474116398470812,26.227600156056187,26.43889931886006,320578
2021-03-24,26.218795776367188,26.438899208152108,26.209991506501368,26.38607524638749,234610
2021-03-25,26.256032943725586,26.282626144276293,25.972375475351438,26.15852621045636,414244
2021-03-26,26.415584564208984,26.415584564208984,26.185111879785747,26.29148465817324,236979
2021-03-29,26.353538513183594,26.40672491193622,26.20284538546778,26.344674113391488,397860
2021-03-30,26.362401962280273,26.38899516069757,26.22057323947127,26.26489523683343,212699
2021-03-31,26.335805892944336,26.468770201786203,26.32694149443823,26.397856682487078,276656
2021-04-01,26.75242805480957,26.761290784158334,26.513090974902248,26.539684169197464,398649
2021-04-05,26.83220863342285,26.894257757523622,26.805615436486892,26.867666229337466,418488
2021-04-06,26.929710388183594,26.99176116959335,26.858795209429584,26.894252798806587,327980
2021-04-07,26.97403335571289,27.027219745002697,26.92084863517275,26.965170626247588,374468
2021-04-08,27.115859985351562,27.115859985351562,26.92084492028267,27.0183516184424,340022
2021-04-09,27.115859985351562,27.124724382343306,27.0183516184424,27.06267360340111,202138
2021-04-12,27.089265823364258,27.151316600082247,27.027215046646266,27.098130220038254,348707
2021-04-13,27.080406188964844,27.160184104310954,27.053812994266252,27.124728180129164,280407
2021-04-14,27.044944763183594,27.239959827919105,27.027215969230415,27.169044652106397,310510
2021-04-15,27.27542495727539,27.27542495727539,27.142458965862467,27.17791656357258,274880
2021-04-16,27.302013397216797,27.346335389338808,27.213371081722485,27.346335389338808,239841
2021-04-19,27.089265823364258,27.30200800604148,27.04494383999426,27.26655208809486,422732
